Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
科摩罗,COM,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,49.86790848,43.57662964,,,,,38.2915802,,,,,,,44.7578392,,,52.13563156,51.32720184,57.13381958,,,57.41603851,60.05892944,,,,,77.36553192,84.20928192,,,81.85616302,,,,,,
佛得角,CPV,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,13.70398998,15.47315025,,16.42074966,13.99254036,14.99195004,14.50520039,23.9115696,22.43457985,18.25469971,27.57276917,27.71414948,32.02376175,35.5812912,40.55268097,,50.80627823,,,,62.12995911,,,,96.99395752,,103.9936905,98.48245239,99.22628021,101.0539627,96.29918671,84.22855377,95.45384216,90.49520874,98.50572968,93.35170746,95.71504211,91.82267761,92.20217133,89.43517303,91.64591217,95.67308044,89.83731842,84.84562683,84.18605042,92.41404724,85.19568634,87.14806366,,
哥斯达黎加,CRI,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,76.60012817,77.65547943,87.53717804,90.9197464,89.57054901,89.32398987,83.73349762,91.37259674,88.57936096,85.11721802,86.84707642,88.27111816,88.09317017,,,77.2915802,78.01599121,75.89248657,76.71399689,76.46009064,,79.98641205,82.5402298,84.08307648,82.98587799,81.45410156,84.0120697,,,86.2701416,92.09380341,92.68778229,96.66475677,,96.45816803,95.90795135,91.45536804,93.42150879,96.40991974,99.1332016,99.66850281,99.85587311,96.97009277,96.06230927,99.69017792,95.10865021,95.30455017,95.48803711,96.12445831,96.91593933,97.41429901,98.40249634,100.887619,
加勒比小国,CSS,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,94.15551758,93.62303925,95.53119659,95.11475372,96.01516724,93.73828125,95.75994873,97.21118164,95.9890213,95.18286896,92.1355896,92.58586884,93.47989655,95.02420044,95.3964386,95.03469086,94.01728821,93.21292114,91.89659882,90.65071869,89.33016968,89.8635025,88.89060974,89.80341339,90.64807892,89.67945862,85.24994659,88.31804657,86.7932663,88.36711884,90.09256744,90.6378479,90.1279068,89.68447113,89.99382019,90.63652039,92.20246887,99.18488312,96.27848053,94.2915802,93.10324097,91.72840118,91.76515198,89.78539276,91.67051697,87.30243683,87.89778137,,
古巴,CUB,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,63.04294968,60.35089874,,,,,,,,,,,,,,,,,,,,,,,,,,,99.23091888,99.03157806,97.08586884,99.95052338,97.06616211,95.84986877,96.61296844,96.4385376,97.90550995,92.66890717,97.92858887,96.35389709,95.29415131,92.38722992,91.75026703,96.48267365,96.27954865,95.52271271,96.27646637,91.51267242,91.3215332,94.82398987,97.16995239,93.38551331,
库拉索,CUW,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开曼群岛,CYM,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4418564,102.9787216,100.398407,108.2089615,,92.55319214,105.0359726,89.37728882,111.9565201,93.57142639,,,105.3968277,106.790123,105.3511734,,,,,126.5233002,112.0879135,,110.9467468,91.81585693,
塞浦路斯,CYP,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.27323151,98.57837677,100.9027634,102.7524719,86.37943268,98.529953,99.53201294,98.10314178,97.71961212,99.85774994,100.8589172,101.5515671,99.69033051,97.85682678,100.0972137,97.79705048,98.93182373,101.156868,101.8606796,102.1251984,99.40184021,100.7490616,,
捷克共和国,CZE,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.40213776,100.8830032,,107.2741776,,,99.42823792,101.9009094,97.82536316,102.5325775,100.5804672,100.1448364,106.7384491,104.3170624,105.084053,101.0491104,100.7894669,101.8599396,100.8088531,98.97106171,99.25843048,99.55545807,97.42697144,97.97286987,97.31559753,93.38730621,96.51489258,96.58863068,98.78874207,,
德国,DEU,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8821106,99.95902252,100.2549515,99.22917938,99.71875763,,100.1423492,99.05393982,107.0272903,103.3883667,102.0694885,102.8371277,101.0421371,99.68686676,102.2233429,102.8039474,104.0055618,101.133728,103.6364365,102.0554504,101.8032074,99.2480011,101.8701096,100.0956879,97.64916992,98.74008179,99.93087769,98.48719025,101.0210114,,
吉布提,DJI,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,12.26270008,13.24440002,12.94740963,14.88844013,12.63352013,,,,,,,,,,,,,,,,,,,,,,,20.52833939,23.85070992,23.11804008,,,,28.33768082,33.03121185,,37.93207932,,,41.61978149,,36.67134094,43.07051086,47.93273163,48.95098877,46.78326035,48.91196823,47.87321091,47.50022888,49.00127029,52.59994888,
多米尼克,DMA,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.40802,,,,,,,,,,,119.8601379,109.9715118,113.1693192,105.4172821,99.85379791,106.9970779,111.7647095,99.40476227,101.6949234,97.59230042,91.20134735,87.52197266,99.6569519,96.75213623,93.49736023,101.7013168,100,103.4416809,,,87.52400208,,82.85713959,85.30020905,
丹麦,DNK,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,98.84191132,94.99408722,97.13627625,96.03965759,,,,,,,98.16391754,99.06079102,99.53677368,98.59394073,99.67366791,98.42008209,98.77828217,99.44509125,99.5359726,99.92150879,99.318367,98.61228943,100.4957962,100.7578278,,,,100.6324692,100.1068268,100,99.47544098,102.6814804,,100.0641479,98.85373688,103.7313004,100,99.55528259,98.78327179,99.54801941,101.0717392,99.76690674,99.30211639,100.1812668,99.76461792,100.8933182,101.1025925,99.62641907,100.5293121,99.65747833,99.54445648,99.57296753,
多米尼加共和国,DOM,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,35.59241867,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.17711639,82.58049774,,95.9025116,,90.48750305,,89.33769226,95.24304962,,93.82454681,92.16488647,94.00673676,94.57364655,94.81555176,94.84764099,97.91731262,96.99230957,95.02313232,93.24401093,93.38847351,96.90383911,88.98847198,90.12213135,
阿尔及利亚,DZA,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,30.40756035,31.72723961,32.81954956,38.51087952,45.31814957,48.48411942,50.58877182,51.13983917,52.06132126,54.66992188,58.36912918,60.79610825,64.16387939,75.34706116,63.79589081,66.94577789,70.79708862,73.97006989,72.9720993,73.12499237,74.66336823,73.67931366,72.81359863,74.79416656,78.07466888,80.45973206,,83.15971375,82.47750854,89.62973022,92.68789673,94.50122833,97.17997742,98.57514191,86.94793701,99.31329346,110.7630768,97.57032776,97.66573334,97.44474792,99.44114685,101.9750137,101.7765274,98.41851044,100.8515472,102.8029175,103.5242767,100.2915802,102.2139206,99.59355927,96.09036255,100.7251129
东亚与太平洋地区（不包括高收入）,EAP,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.36724091,89.6155777,90.45075226,90.93431854,91.272789,92.54432678,93.33946228,93.15659332,93.75878906,93.90310669,94.3398819,94.37989044,97.06627655,102.2631607,102.9372025,102.708107,101.4775009,99.31408691,99.88973236,96.23583984,94.37030029,96.40277863,98.06511688,99.24671173,98.41172028,96.30771637,98.06606293,98.07920074,
早人口紅利,EAR,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,40.78458023,40.88116837,41.25215149,41.98376083,42.37730026,43.25440979,44.23777008,45.40089035,46.13367844,47.28691864,48.85673141,50.4586792,52.26416016,54.03517914,56.31206131,58.60747147,60.08771133,60.89929962,62.41598129,62.96025848,63.52217865,64.12425232,65.13748932,66.1476593,67.21827698,68.19908905,68.18818665,67.91542816,68.18070984,68.20353699,69.78782654,71.41251373,72.99185181,76.6056366,78.76634979,81.26705933,82.25749207,84.17778015,85.90218353,87.17218018,87.3111496,86.5802002,88.54460144,89.25363159,89.90615845,90.06926727,90.68560791,89.49140167,89.22794342,88.86923981,89.96209717,90.47293854,96.19194794,
东亚与太平洋地区,EAS,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.31498718,90.64160919,91.31111908,91.68335724,91.89041138,93.13236237,93.86782074,93.61242676,94.33232117,94.49015045,94.87499237,94.92127228,97.45458221,102.2279968,102.9286575,102.7113037,101.4831238,99.59754944,100.1599579,96.62892151,94.91522217,96.84754944,98.258461,99.33453369,98.6307373,96.72476196,98.29046631,98.27227783,
欧洲与中亚地区（不包括高收入）,ECA,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.31295776,92.78845215,92.7585907,92.41815186,92.64772797,93.02094269,93.97651672,94.97728729,94.86795807,97.27472687,98.30525208,97.27506256,98.15592194,99.64765167,97.2902298,96.33885193,96.74166107,96.14408112,95.79099274,96.9061203,97.42127228,97.70819092,97.38449097,97.81743622,106.4794388,96.45968628,96.38420105,98.30020905,99.29976654,99.30625153,99.45594788,
欧洲与中亚地区,ECS,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.97554016,95.38117218,95.39938354,94.927948,95.22096252,95.57663727,96.16725159,96.90688324,96.48008728,98.55606079,98.68489838,97.98664856,98.56516266,99.0934906,97.89090729,97.55773926,97.82769775,97.43984222,97.15682983,97.63973999,97.55448151,97.61990356,97.27683258,97.71653748,101.6411285,96.98983002,96.40374756,97.54902649,97.75296783,98.30116272,98.41980743,
厄瓜多尔,ECU,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,51.7356987,51.91102982,55.11104965,56.98765945,60.90182877,65.1144104,67.15406036,67.11167908,70.13941956,73.31552887,,,,,,,88.61430359,91.7767334,,,,,,91.63739014,89.61631775,89.17500305,92.35710144,,94.75086212,95.03543854,96.09155273,95.55905151,95.18673706,95.07067108,99.36624146,98.60105896,99.23990631,,98.68182373,105.0095596,109.1274109,109.9430923,110.0132217,113.0570602,106.6435394,103.5149918,105.4835663,103.8860931,100.0718689,98.30906677,96.15711212,100.6465302,
阿拉伯埃及共和国,EGY,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,41.44372177,38.91122818,41.30395889,43.58219147,45.18442917,46.60477829,47.01810837,36.79687119,23.77475929,37.03174973,44.36146927,,,,,60.96099854,,,,,,,,,,,80.67273712,,87.42829132,86.76283264,85.37671661,86.02451324,82.73919678,84.14230347,83.56535339,81.60558319,85.18692017,,88.1973114,89.60163879,,,92.10447693,,,87.86392212,87.04849243,90.82488251,93.0458374,96.92626953,97.4683609,,
欧洲货币联盟,EMU,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,95.73455811,95.79464722,96.67342377,96.98635101,97.08470154,98.20787048,97.6518631,98.04418945,98.4803772,98.17910004,98.34422302,98.14453125,98.04620361,97.96607208,98.86065674,99.03340149,99.22527313,98.58937073,99.20279694,98.78421783,99.50202942,98.99472046,99.59916687,99.84607697,99.91417694,99.30528259,99.27921295,99.30133057,99.32321167,99.38305664,98.02149963,99.97640991,98.75148773,98.54093933,99.19219208,98.58603668,98.22123718,98.84017944,99.29340363,98.76779175,98.23522949,98.1833725,97.46179962,97.53942108,97.02268219,97.49873352,96.87667084,96.91377258,96.8094101,97.14277649,96.93356323,97.71472168,97.73741913,
厄立特里亚,ERI,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.75278091,33.07712173,42.02260971,46.17697144,,48.12070084,52.20824814,53.8155899,48.39326096,51.84848022,55.03771973,69.92572021,62.93526077,62.28998184,56.53128052,60.93368912,52.99570084,52.24142838,49.11180878,48.56011963,52.06000137,52.77627182,,59.20619965,57.88436127,54.35499954,,,,
西班牙,ESP,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,101.2136688,100.4915695,100.093689,103.7727966,103.4899292,102.7016373,101.95224,106.8841171,103.3694916,103.4045792,,,103.7841568,104.6938705,,,,,,,,,,100.5344086,,99.89315033,99.83841705,99.1563797,98.57272339,99.07923889,96.6780014,97.06316376,96.70150757,96.69548798,96.24931335,95.28410339,97.18374634,96.25910187,97.23818207,96.53620148,99.13893127,,
爱沙尼亚,EST,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.11003113,87.64189911,,89.69494629,95.38744354,99.06954193,102.1890106,102.2529602,104.1063766,106.0190735,102.5092697,102.4782562,101.3373871,101.9488831,100.1298676,100.5043488,100.1788864,98.03410339,97.97319794,99.0068512,96.22396088,98.17476654,95.99571991,96.81269073,97.15647125,95.94140625,98.19702148,98.25756836,
埃塞俄比亚,ETH,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,11.01488018,,,,,19.31233025,18.31531906,17.54862976,,,,,12.34747028,12.00969982,12.84039974,,,13.99057961,15.28050041,18.9281292,21.55384064,24.25984955,27.48961067,34.7656517,40.68595886,41.58433151,45.54074097,49.74251938,55.81742859,50.98561859,50.83874893,52.93500137,52.49731827,52.04236984,58.90100098,59.9980011,,62.05099869,61.93852997,63.30199814,60.88899994,
欧洲联盟,EUU,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,95.9330368,95.96906281,96.57023621,96.77794647,,,97.40203094,97.74080658,,,97.83628845,97.22242737,97.27957153,97.18917847,98.09204865,98.1679306,98.11480713,97.80348206,98.22550964,98.00859833,98.46898651,97.54276276,97.93403625,98.47865295,98.6057663,97.7507019,98.19126892,98.4963913,98.54084015,98.8710022,97.90097046,99.9954834,99.07186127,98.61968231,98.95127869,98.55892944,98.4225235,98.62236786,98.76014709,98.49562073,98.20092773,98.12998962,97.38815308,97.29206085,96.8095932,97.30499268,97.0061264,97.46941376,96.22309875,96.37133789,95.88977051,96.86289978,96.8944931,
脆弱和受衝突影響的情況下,FCS,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,45.66527939,45.54888916,45.97983932,46.44015121,47.17190933,48.02859879,48.25733185,48.95981979,49.92287827,50.61315918,51.08446121,52.16222,52.48696899,53.12593842,52.68492889,52.57490158,52.90550995,53.49803925,54.04502106,53.4819603,53.8193512,52.93392944,52.57564926,52.76208115,52.24810028,51.86294937,51.42472076,51.84045029,52.66815948,53.36721039,54.51985168,55.48696136,57.88417816,59.76573181,58.60795975,58.747509,60.88597107,62.71100998,62.53147888,63.42427826,63.12913132,63.92034912,64.3613205,65.07700348,65.41291046,65.82874298,66.21292114,66.7321701,67.48010254,,
芬兰,FIN,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.40939331,99.53240204,99.5533905,99.78848267,99.20886993,99.86405182,99.56906128,99.29322052,99.44664764,100.1655731,,99.70324707,99.25289154,99.82568359,99.28124237,98.89441681,98.89610291,99.24729156,98.90763092,99.40290833,98.97277069,98.85469055,99.44039154,98.91132355,99.28196716,98.76145172,98.98117828,99.02719879,99.49658966,99.16496277,99.20574951,99.5932312,99.36932373,98.90402985,99.42997742,98.13083649,
斐济,FJI,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,95.8137207,94.86235809,,93.52828979,93.01455688,97.29730225,97.92060089,,,,,,96.91988373,,97.34191895,98.62184143,96.72441101,96.66950226,101.0789032,93.68978882,89.11193848,93.71710968,96.98130035,,98.31671906,,98.43093109,,93.01180267,93.73755646,,93.93611908,96.06166077,94.31800079,94.73899841,100.7269974,96.81300354,98.71800232,99.56900024,98.79734802,98.89299774,109.822998,107.7770004,
法国,FRA,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,97.25589752,96.18424988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法罗群岛,FRO,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
密克罗尼西亚联邦,FSM,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.75499725,92.68299866,86.68299866,92.58300018,82.69499969,89.72699738,85.99700165,80.94799805,84.69799805,90.13999939,
加蓬,GAB,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,48.06744003,46.77344894,,70.99855042,71.68538666,67.81297302,67.0300827,73.43949127,71.95121765,73.77010345,75.80552673,76.93241119,66.80101776,,,62.60752869,61.72874069,61.73167038,,,58.133461,,,61.00484848,63.27452087,64.36634064,,,,,70.29608154,68.54058838,,,,,,,,,,,,,,,,74.65000153,,,,
英国,GBR,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.39321136,98.13303375,97.21041107,97.26069641,98.88124847,97.74575043,99.11125183,97.44657898,
格鲁吉亚,GEO,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4524765,104.3798981,108.4599686,100.0327072,106.0833817,97.95491028,,,106.6823502,107.5010376,109.3639984,,104.5513,107.3350601,106.0028763,105.2557602,118.2260437,118.98452,101.3445282,97.80930328,92.75920868,87.30232239,110.6951675,
加纳,GHA,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,52.12150955,46.50862885,,41.84057999,42.42337036,44.2259407,45.86869049,47.17229843,48.08121872,50.48228073,52.96738052,,,,,,,,,,49.92419052,51.42900848,,,,,,,56.8274498,60.3326683,58.41004181,60.1164093,65.63345337,59.47307968,68.00173187,67.10868073,72.57102203,79.49852753,79.18092346,,84.51805878,100.1329269,89.31764221,87.48475647,92.36077881,,86.69114685,87.85752106,,,,91.75026703,
直布罗陀,GIB,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4059372,124.2774582,,127.8074875,142.9347839,123.6966782,148.5029907,
几内亚,GIN,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,10.19087029,8.922039986,8.522060394,7.709750175,5.99917984,6.094850063,8.43239975,8.71778965,8.679969788,9.787549973,10.76860046,10.11071968,,,14.5213604,17.00630951,20.02103996,22.35602951,26.18884087,28.67458916,36.98926163,42.64854813,47.88602829,49.20159912,43.16421127,48.04130936,46.90467834,53.54899979,55.13534164,55.99132156,57.98414993,54.06100082,53.94121933,48.10900116,48.93000031,49.77399826,53.63743973,56.36899948,,
冈比亚,GMB,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,9.886870384,10.78942966,10.6035099,10.76809025,12.69050026,11.53316975,9.21323967,13.25137043,12.87938976,14.13251972,14.64043999,15.99952984,17.41950035,21.07847977,23.40737915,26.1126709,28.70298958,,26.34095001,,,28.00943947,28.01755905,26.37820053,30.00951958,36.9753418,33.32495117,,53.092659,53.41942978,55.04666901,53.67805862,58.34481049,58.45795822,57.71751022,57.01259995,65.08973694,72.91020966,,64.05722046,59.98455048,60.53725052,62.22333145,62.33921051,63.04679108,63.21767044,66.13899994,69.35700226,73.19860077,77.74111176,80.32656097,81.84899902,82.62200165
几内亚比绍共和国,GNB,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,6.928989887,3.863579988,7.128039837,7.483560085,6.685319901,7.567210197,,,5.638360023,3.871819973,,,,,,,,,,,,19.96200943,,,,,,,,,,56.20576859,,,,,,,,,,,,,
赤道几内亚,GNQ,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.66434097,,,,,,32.28760147,,,22.66403961,,31.96125984,,,30.43478012,33.56309128,37.10726166,37.48625183,40.19572067,,,40.79513931,,,,,,,,
希腊,GRC,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,105.6199036,106.6465988,102.8824005,99.4210434,100.1958771,100.1179504,102.6459427,103.8681335,103.1316299,101.9325104,101.6048203,96.9002533,99.05906677,100.0324783,101.2283325,103.6324997,96.73161316,98.71437073,98.51973724,,,93.97947693,,,,,,,,,,,,105.2518082,103.879509,104.5334167,101.9742889,,,100.5298767,95.7124176,94.48715973,94.30758667,95.69975281,97.29186249,97.98738861,98.04341125,98.08882141,97.03186035,99.07042694,98.20310974,,
格林纳达,GRD,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,85.62644196,87.23916626,,,,95.83332825,87.52108002,,,,,,,,,,,,,,,91.47058868,,,89.09803772,102.3217163,,104.9405289,,103.7475281,112.2469635,119.9584198,108.5533295,,,97.38407135,,,,,,,,,,
格陵兰,GRL,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
危地马拉,GTM,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,28.30903053,28.54759979,29.57164955,,,,,,,,,,,,,,,,,,42.28678894,,,46.13209915,49.93574142,52.01274109,56.12174988,,63.29327011,67.42537689,70.99243927,71.86447906,74.85839844,80.19532013,81.54714966,84.61521912,85.30490112,85.42205811,84.65496063,83.78788757,80.94998932,80.7756424,80.65760803,80.15650177,81.35460663,87.5968399,87.240448,
关岛,GUM,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圭亚那,GUY,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,95.16175079,93.15631866,86.05998993,82.59407043,,77.59268951,85.03395081,83.81719971,83.7468338,80.96643066,,90.38127899,,,,,90.16973877,,,,,95.19075012,96.82351685,,83.06591034,90.50885773,88.65115356,,96.83653259,100.3991318,78.92185974,,69.58287811,,97.61930847,99.10575867,99.37535095,98.95465851,103.0708389,97.7519989,103.9747391,104.5911789,,,,,,,,,,,
高收入国家,HIC,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,95.2907486,95.40891266,95.337883,95.88350677,,95.94564056,96.06060028,95.95384216,98.26094818,94.28237152,96.27191162,96.2080307,95.84201813,95.77648163,96.56326294,96.41957092,96.87957764,97.10826874,96.86533356,96.21968079,96.74019623,96.16809082,96.73155212,96.91615295,97.38549805,97.39308167,97.46037292,97.49723816,97.54361725,97.65411377,97.44904327,98.1627121,97.69268036,97.82483673,98.05403137,97.91861725,97.90267944,98.19293213,98.19158936,98.3394165,98.1836319,98.01371002,98.05094147,97.99539948,97.57627106,97.83718109,97.73233795,97.62644196,96.55171204,99.26838684,98.57559204,98.38847351,98.32798767,
中国香港特别行政区,HKG,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,102.6200638,101.374382,100.2818604,99.45570374,100.2037888,100.7704468,,,,,,,,,,,,,,,,,,103.4722214,99.16989899,99.41687012,100.0911407,98.09523773,95.07813263,94.34783173,100.7980804,101.6097565,102.1903076,111.7883835,101.1843109,93.30451202,93.37786102,110.7017517,92.42160034,96.45578003,103.8718872,118.5924377,98.85455322,
洪都拉斯,HND,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,48.10274124,,52.00870895,,55.81523895,,,,,,,58.04362869,67.37835693,69.65650177,71.36393738,67.17214966,72.11192322,72.23451233,66.97151947,,,,,79.34635162,,79.15994263,84.55828857,,83.79666138,85.21392822,88.38118744,89.11660767,88.14827728,,,,,,,,,,,
重债穷国 (HIPC),HPC,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,25.13017082,25.34013939,25.79368019,26.1540699,27.06348038,27.89801025,29.17153931,30.69551086,31.51951981,32.66987991,34.48775864,35.57289124,36.61634064,39.65581131,37.01501083,37.19464111,36.73506165,35.63948059,34.21038818,35.03927994,35.90187836,35.15644836,36.30598831,35.35768127,35.38999939,36.34476852,36.32820892,35.66621017,36.67657089,36.88064957,38.88866043,40.61166,42.23485947,43.50067902,46.11146164,48.83126068,51.15811157,55.17414856,59.15729141,60.05020905,59.8578186,61.17580032,61.35478973,61.84017944,62.30895996,63.49861145,64.25845337,65.29646301,65.5577774,66.43611908,67.48596954,66.83191681,
克罗地亚,HRV,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.87117004,85.00398254,87.47840118,92.08895874,90.92133331,,101.7855682,98.54828644,101.8708496,,100.6657333,99.45442963,100.0163116,97.38015747,97.00235748,97.26988983,97.65503693,97.68643188,97.10027313,96.62973022,100.9684219,96.7243576,96.92694092,99.92841339,98.32012177,97.86502838,93.75656891,,
海地,HTI,小学女生毕业率（相关年龄群体所占比例）,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,25.41650009,25.88581085,,26.62072945,28.39114952,,31.19346046,32.67438889,34.76675034,,,,,,,,,,49.19670105,,,,,,,,,,,,,,,,,,,,,,,,,,
